NUMTAR;DOCFEC;DOCSER;DOCNUM;DESTAR;IMPOBRA;IMPMAT
01;10/09/2012;34;000172;MATERIAL DIRRECION;0;10858,52
01;10/09/2012;34;000173;MATERIAL EJES;0;13515,98
01;10/09/2012;31;000277;REPARACION DE DOS BOMBAS HIDRAULICAS;300;0
02;10/09/2012;31;000277;REPARACION EN TALLER;600;2587,9
01;11/09/2012;34;000174;RODAJE;0;18533,8
01;11/09/2012;31;000278;MATERIAL KOMATSU;0;782,5
01;12/09/2012;31;000279;ASIENTO DE MAQUINA;0;1295,25
01;14/09/2012;34;000175;KIT EMPALMES CADENA;0;1677
01;17/09/2012;34;000176;BOMBA HIDRAULICA;0;18241,76
01;18/09/2012;31;000280;presupesto latiguillos;0;137,48
01;19/09/2012;34;000177;VALVULA;0;2245,5
01;19/09/2012;31;000281;REPARACION CRISTAL PUERTA;120;307,43
01;20/09/2012;34;000178;ARBOL TRANSMISION;0;1857,4
01;20/09/2012;34;000179;INYECTOR Y CABLE;0;4007,21
01;20/09/2012;34;000180;TURBO INTERCAMBIO;0;3700,4
01;21/09/2012;34;000181;CRISTAL DELANTERO;0;176,68
01;21/09/2012;31;000282;REPARACION DE CARDAN INTERMEDIO Y HORQUILLA FRENO MANO;120;401,27
01;24/09/2012;31;000283;MATERIAL ALTERNATIVO EMBRAGUE VENTILADOR;0;939,15
01;24/09/2012;31;000284;MATERIAL ORIGINAL CAT;0;4365,38
01;24/09/2012;34;000182;BULONES, CASQUILLOS, ETC...;0;2549,6
01;24/09/2012;34;000183;SUBCUCHILLAS, TORNILLOS Y TUERCAS;0;999,4
01;25/09/2012;31;000285;PRESUPUESTO MATERIAL;0;1268,66
01;24/09/2012;31;000286;MATERIAL REPRACION DE CARDAN CENTRAL Y HORQUILLAS;0;1700,59
01;25/09/2012;31;000287;DIAGNOSIS FALLO MOTOR;90;0
01;26/09/2012;31;000288;REPARACION DE CAJA HIDROESTATICA POR ROTURA TAPAS Y CARDAN;360;0
02;26/09/2012;31;000288;REPARACION EN TALLER;450;2252,51
01;26/09/2012;31;000289;MATERIAL CAT MANDO YOCTIC;0;379,2
01;26/09/2012;34;000184;CRISTALES, BARRA, CADENAS GIMA, ETC;0;2820,29
01;26/09/2012;31;000290;REPARACION DE BOMBA HIDRAULICA;240;426,45
02;26/09/2012;31;000290;REPARACION DE MOTOR HIDRAULICO;360;4182,56
03;26/09/2012;31;000290;REPARACION DE REDUCTOR;780;3771,4
01;27/09/2012;31;000291;PRESUPUESTO BATERIA;0;56,3
01;27/09/2012;31;000292;BATERIA ORIGINAL;0;182,26
01;27/09/2012;31;000293;BATERIAL ALTERNATIVA;0;90
01;27/09/2012;31;000294;REPARACION DE BOTELLA VOLTEO;522;174,71
01;27/09/2012;34;000185;CULATA INTERCAMBIO;0;2904,06
01;28/09/2012;31;000295;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;675,7
01;28/09/2012;31;000296;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;2142,7
01;28/09/2012;31;000297;REPARACION DE BOMBA HIDRAULICA;420;0
01;28/09/2012;31;000298;REPARACION DE BOMBA HIDRAULICA;660;3484,28
01;28/09/2012;31;000299;MONTAJE DE CULATA, REGLEJE Y AJUSTE;420;3106,53
01;28/09/2012;34;000186;ROTULA DIRECCION;0;254,22
01;01/10/2012;31;000300;INSTALACION DE 2 CINTURONES DE SEGURIDAD EN  2 MAQUINAS;15;0
01;02/10/2012;31;000301;PRESUPUESTO MATERIAL ORIGINAL BOBCAT;0;549,38
01;02/10/2012;31;000302;PRESUPUESTO;800;626,35
01;03/10/2012;31;000303;PRESUPUESTO MATERIAL CATERPILLAR;0;281,21
01;03/10/2012;34;000187;KIT EMPAQUETADURA ELEVACION;0;523,57
01;03/10/2012;34;000188;GRASA CENTRAL ENGRASE;0;85
01;03/10/2012;34;000189;FILTROS BALDWIN;0;290,93
01;03/10/2012;31;000304;REVISION DE MAQUINA POR FALLO DE POTENCIA;203;0
01;03/10/2012;31;000305;PRESUPUESTO FILTROS;0;225,3
01;04/10/2012;34;000190;EQUIPO MOTOR;0;2729,3
01;04/10/2012;34;000191;CADENAS CON TEJAS;0;20281,92
01;04/10/2012;34;000192;DESMONTAJE Y MONTAJE DE TEJAS;1200;12510,4
01;05/10/2012;31;000306;REPARACION DE TRANSMISION;2400;4456,12
01;05/10/2012;34;000193;MATERIAL FRENOS;90;577,03
01;08/10/2012;31;000307;SUSTITUCION DE INYECTOR Nº 2 Y AJUSTE VALVULAS ;120;930,05
01;08/10/2012;31;000308;PRESUPUESTO MATERIAL;0;147,01
01;08/10/2012;31;000309;REPARACION DE INYECTOR Y ACTUADOR BOBA INYECTORA;233;1134,2
02;04/10/2012;34;000192;DESMONTAJE Y MONTAJE DE CADENAS EN BULLDOZER;480;0
01;09/10/2012;31;000310;REPARACION BOMBA INYECTORA;0;4075,21
01;09/10/2012;31;000311;PRESUPUESTO INSTALACION HIDRAULICA BIVALVA;720;2915,1
01;09/10/2012;31;000312;PRESUPUESTO MATERIAL CATERPILLAR;0;742
01;09/10/2012;31;000313;PRESUPUESTO MATERIAL ORIGINAL BOBCAT;0;67,15
