NUMTAR;FECORD;NUMORD;DESTAR;CODTER;MARCA
01;09/04/2010;000239;CAMBIO DE 2000 HORAS Y REPARACION BOTELLA ELEVACION;343;N
01;09/04/2010;000240;CAMBIO DE 500 HORAS;1091;N
01;09/04/2010;000241;CAMBIO DE 250 HORAS;343;N
01;09/04/2010;000242;CAMBIO DE 500 HORAS;343;N
01;09/04/2010;000243;CAMBIO DE 500 HORAS;343;N
01;09/04/2010;000244;CAMBIO DE 500 HORAS;343;N
02;08/04/2010;000235;REPARACION EN TALLER;837;N
01;09/04/2010;000245;REVISION SALIDERO AGUA POR BOMBA AGUA;837;N
01;12/04/2010;000246;REPARACION DE MOTOR EN TALLER SEGUN PRESUPUESTO;1091;N
01;09/04/2010;000247;VENTA PALA VOLVO L45;1179;N
01;13/04/2010;000248;FALLO VALVULA DIRECCION SE BLOQUEA;344;N
01;13/04/2010;000249;DESPLAZAMIENTO DEL MANTENIMIENTO M+ 3500 HORAS;1131;N
01;13/04/2010;000250;MANTENIMIENTO M+ 3500 HORAS;5;N
01;13/04/2010;000252;FALLO ARRANQUE;344;N
02;09/04/2010;000245;REPARACION EN TALLER;837;N
02;13/04/2010;000248;REPARACION EN TALLER;344;N
01;14/04/2010;000253;COMPROBAR Y TENSAR EMBRAGUE;958;N
01;14/04/2010;000254;REVISION DE CODIGOS FALLA;1167;N
01;14/04/2010;000255;REVISION CODIGOS FALLOS;1097;N
01;13/04/2010;000256;REVISION  DE TEMPERATURA;1001;N
01;13/04/2010;000251;REVISION FALLO MOTOR CRM 2010/GARIND/61;272;N
01;14/04/2010;000257;REPARACION DE SALIDERO ACEITE POR CARTE Y RETEN CIGUENAL TRASERO;1114;N
01;16/04/2010;000258;REVISION FALLO ELECTRICO;150;N
01;16/04/2010;000259;REVISION FALLO ELECTRICO BOMBA DIRECCION;845;N
01;16/04/2010;000260;REVISION SALIDERO POR REDUCTOR RUEDA CABILLA;65;N
01;19/04/2010;000261;COLOCACION BOMBA INYECTORA Y TENSAR FRENO MANO;1097;N
01;20/04/2010;000262;COMPROBACION BATERIA Y SALIDEROS HIDRAULICOS;343;N
02;16/04/2010;000260;REPARACION EN TALLER;65;N
02;23/03/2010;000192;REPARACION EN TALLER;4;N
01;19/04/2010;000263;REVISION DE BOTELLAS ELEVACION;343;N
01;20/04/2010;000264;LIMPIEZA DE FILTROS, SANGRAR GASOIL, COMPROBACION Y CALADO DE MOTOR;1091;N
01;20/04/2010;000265;CAMBIO DE 500 HORAS;1091;N
01;20/04/2010;000266;REVISION DE AIREACONDICIONADO Y CAPO;1091;N
01;20/04/2010;000267;REPARACION DE ORBITROL;1167;N
02;15/03/2010;000162;REPARACION ESCALERILLA EN TALLER;50;N
01;16/04/2010;000268;REVISION FALLO CALENTADOR AGUA;50;N
02;09/03/2010;000147;REPARACION EN TALLER;126;N
01;21/04/2010;000269;REVISION FALLO AIRE ACONDICIONADO;1091;N
01;21/04/2010;000270;REVISION FALLO AIRE ACONDICIONADO;1091;N
01;21/04/2010;000271;REVISION FALLO SENSOR PRESION SUSPENCION TRASERA IZQUIERDA;1091;N
01;22/04/2010;000273;REVISION DE MAQUINA Y ENGRASE;50;N
01;22/04/2010;000274;CAMBIO DE 2000 HORAS;344;N
02;20/04/2010;000267;REPARACION EN TALLER;1167;N
01;21/04/2010;000275;REVISION PEDAL ACELERADOR POR OSCILACIONES;1167;N
01;20/04/2010;000276;REVISION DE SOLENOIDE MARTILLO;989;N
01;20/04/2010;000277;CAMBIO DE 2000 HORAS;1091;N
01;26/04/2010;000278;CAMBIO DE 250 HORAS;343;N
01;26/04/2010;000279;CAMBIO DE 250 HORAS;343;N
02;14/04/2010;000257;REPARACION EN TALLER;1114;N
01;26/04/2010;000280;FALLO EN EL VENTILADOR, ELECTRICO Y COLOCACION DE CRISTAL;1165;N
01;26/04/2010;000281;REPARACION BOTELLA ELEVACION;1167;N
02;29/03/2010;000206;REPARACION EN TALLER ;837;N
03;09/03/2009;000181;REPARACION CAJA TRANSFERENCIA;65;N
01;27/04/2010;000282;CAMBIO DE 2000 HORAS;343;N
01;27/04/2010;000283;CAMBIO DE 250 HORAS PEDIDO Nº SEV-PCP-10-000843;931;N
01;27/04/2010;000284;CAMBIO DE 1000 HORAS;342;N
01;27/04/2010;000285;CAMBIO DE 500 HORAS;343;N
01;28/04/2010;000286;CAMBIO DE 1000 HORAS;1091;N
01;28/04/2010;000287;PERDIDA DE ACEITE POR BOTELLA DE ELAVACION;837;N
01;28/04/2010;000288;REVISION DE LUCES Y FALLOS ELECTRICOS;932;N
01;28/04/2010;000289;REPARACION DE BOMBA DE FRENOS;402;N
01;22/04/2010;000290;REVISION DE MOTOR FALLO INYECCION;1022;N
01;28/04/2010;000291;REVISION FALLO INYECTORES;1001;N
01;28/04/2010;000292;REVISION FALLO MOTOR;1130;N
01;29/04/2010;000293;FALLO EN ALTERNADOR;1165;N
02;28/04/2010;000289;REPARACION EN TALLER;402;N
01;29/04/2010;000294;CAMBIO DE PASTILLAS DELANTERAS DE FRENO Y REVISION DE UNA PERDIDA DE ACEITE;1091;N
01;28/04/2010;000295;REPARACION BOMBA HIDRAULICA;1097;N
01;28/04/2010;000297;REPARACION BOMBA AGUA;1114;N
01;29/04/2010;000298;REVISION DE INSTALACION ELECTRICA FALLO CONECCION MODULOS;846;N
01;29/04/2010;000296;COMPROBACION DE BOTELLEAS ELEVACION;812;N
01;30/04/2010;000299;REVISION FALLO ARRANQUE;837;N
01;29/04/2010;000300;MONTAJE RUEDA GUIA;344;N
01;30/04/2010;000301;CAMBIO DE 250 HORAS;343;N
01;30/04/2010;000302;CAMBIO DE 250 HORAS;50;N
01;30/04/2010;000303;SALIDERO DE ACEITE Y COLOCAR CALZOS;345;N
01;30/04/2010;000305;REGLAJE DE VALVULAS E INYECTORES, COMPROBACIÓN DE ACUMULADORES;344;N
01;30/04/2010;000306;COMPROBACIÓN DE ACUMULADORES Y CARGA DE NITROGENO;1167;N
01;30/04/2010;000307;REVISION FALLO GASOIL;812;N
01;03/05/2010;000308;REVISION FALLO ELECTRICO;345;N
01;03/05/2010;000309;DESMONTAR MOTOR DE MAQUINA Y DIAGNOSTICAR AVERIA;1091;N
01;03/05/2010;000310;REVISION DE BOMBA HIDRAULICA;343;N
02;03/05/2010;000310;REPARACION EN TALLER;343;N
01;03/05/2010;000311;CAMBIAR BOMBA INYECTORA;1097;N
01;04/05/2010;000313;REVISION FALLO PEDAL ACELERADOR;952;N
01;04/05/2010;000314;REVISON DE ELECTROVALVULA DE PINZA;1159;N
01;04/05/2010;000315;REVISION DE PERDIDA ACEITE HIDRAULICO;345;N
01;12/04/2010;000316;QUINTAR MOTOR DE MAQUINA Y COLOCAR UNA VEZ REPARADO;1091;N
01;05/05/2010;000318;COMPROBACION TEMPERATURA MOTOR;1131;N
05;28/01/2010;000060;REPARACION DE BOMBA DE AGUA;1115;N
06;28/01/2010;000060;FILTROS Y ACEITE HIDRAULICO;1115;N
01;01/02/2010;000319;REPARACION DE BOMBA DE INYECCION;1115;N
01;01/02/2010;000320;REPARACION DE VALVULAS;1115;N
01;01/02/2010;000321;MATERIAL FUERA DE PRESUPUESTO;1115;N
02;01/02/2010;000319;REPARACION DE INYECTORES;1115;N
01;04/05/2010;000322;REVISION FALLO INYECCION;408;N
01;05/05/2010;000323;REVISION FALLO HIDRAULICO;812;N
01;06/05/2010;000324;FALLO A/A;1097;N
01;06/05/2010;000325;FALLO ELECTRICO Y COLOCAR CALZOS;345;N
02;05/04/2010;000226;DESPLAZAMIENTO A COMPROBACION DE ELECTROVALVULA;990;N
01;06/05/2010;000326;PERDIDA ACEITE TRANSMISION;1091;N
01;06/05/2010;000327;REGLAJE DE VALVULAS;1167;N
01;06/05/2010;000328;COMPROBACION REGLAJE VALVULA;1167;N
01;07/05/2010;000329;REVISION DE FALLO MARCHAS;50;N
01;07/05/2010;000330;COMPROBACION FALLO MOTOR;377;N
01;07/05/2010;000331;NO FUNCIONA FRENO MANO Y TORNILLO BULON VOLTEO;343;N
01;07/05/2010;000332;CAMBIO 500 HORAS;343;N
01;07/05/2010;000333;CAMBIO 250 HORAS;343;N
01;07/05/2010;000334;MONTAJE KIT REPARACION VALVULA FRENO DE EMERGENCIA;1097;N
02;28/04/2010;000295;REPARACION EN TALLER;1097;N
01;07/05/2010;000336;REVISION DE A/A Y FALLO ELECTRICO;50;N
01;10/05/2010;000337;CAMBIO 250 H.;50;N
01;08/05/2010;000338;COMPROBACION CON DIAGNOSIS FALLO DE INYECCION;1190;N
01;10/05/2010;000339;REVISION TUBERIA A/A;1091;N
01;22/02/2010;000340;AMPLIACION DE MATERIAL PARA LA  REPARACION DE TRANSMISION;50;N
01;10/05/2010;000341;FALLO ELECTRICO DE ARRANQUE;402;N
03;29/03/2010;000206;MATERIAL FUERA DE PRESUPUESTO;837;N
01;10/05/2010;000342;FALLO BOMBA HIDRAULICA;5;N
01;11/05/2010;000343;CRISTAL ROTO DE PUERTA;343;N
01;11/05/2010;000344;CAMBIAR RETEN CIGÜEÑAL;990;N
01;11/05/2010;000345;FALLO DE VELOCIDADES TRANSMISION;1097;N
01;11/05/2010;000346;FALLO CONECTOR ELECTRICO;1097;N
01;11/05/2010;000347;CAMBIO DE 5000 HORAS;1002;N
01;11/05/2010;000348;FALLO DE TURBO;1167;N
01;12/05/2010;000349;CAMBIO 1000 H.;33;N
02;12/04/2010;000316;ABONO DE MATERIAL QUE NO SE HA MONTADO EN EL PRESUPUESTO ;1091;N
01;12/05/2010;000351;FALLO SISTEMA COMBUSTION;1091;N
01;13/05/2010;000352;FALLO ELECTRICO ;1159;N
01;13/05/2010;000353;QUITAR RADIADOR DE MAQUINA;1091;N
01;14/05/2010;000354;CRISTAL VENTANA ROTO;343;N
01;14/05/2010;000356;CAMBIO 1000 H.;1091;N
01;14/05/2010;000357;FALLO A/A;1091;N
01;14/05/2010;000358;FALLO A/A;1091;N
01;14/05/2010;000359;PERDIDA DE ACEITE Y QUITAR BOMBA INY.;1091;N
01;12/05/2010;000350;COMPROBACION DE AIRE AC.;1095;N
01;17/05/2010;000360;FALLO DEMODULO V-ECU;846;N
01;17/05/2010;000361;FALLO CULATA MOTOR;1097;N
01;18/05/2010;000362;MONTAJE DE BOMBA HIDRAULICA;999;N
01;19/05/2010;000363;CAMBIO DE 500 HORAS;253;N
01;17/05/2010;000364;FALLO BOMBA HYD.;845;N
01;19/05/2010;000365;FALLO MOTOR;825;N
01;19/05/2010;000366;REPARACIONES REALIZADAS FUERA DEL PEDIDO Nº 4500159591;344;N
01;20/05/2010;000367;FALLO A/A;1002;N
01;20/05/2010;000368;CAMBIO 250 HORAS;50;N
01;20/05/2010;000369;PERDIDA ACEITE HIDRAULICO;954;N
01;20/05/2010;000370;CAMBIO 500 HORAS;9;N
01;20/05/2010;000371;FALLO CARGA DE FRENO;932;N
01;20/05/2010;000372;CAMBIO 250 HORAS Y FALLO ELECTRICO;342;N
01;20/05/2010;000373;PERDIDA DE ACEITE Y CORREGUIR ERRORES;1091;N
01;19/05/2010;000374;FALLO PULMON FRENO MANO;837;N
01;21/05/2010;000375;CAMBIO 500 HORAS;932;N
01;21/05/2010;000376;CAMBIO 500 HORAS;932;N
01;21/05/2010;000377;CAMBIO 500 HORAS Y FALLO ARRANQUE;343;N
01;21/05/2010;000378;CAMBIO 250 HORAS;343;N
01;21/05/2010;000379;PERDIDA ACEITE POR RUEDA DELANTERA Y CAMBIO 2000 HORAS;343;N
01;21/05/2010;000380;PERDIDA ACEITE POR ZONA RADIADOR Y CAMBIO 250 HORAS;343;N
01;21/05/2010;000381;SILENCIOSO ROTO Y JUNTAS;343;N
01;21/05/2010;000382;PERDIDA ACEITE POR SENSOR Nº PEDIDO 70589;1131;N
01;21/05/2010;000384;FALLO EN VELOCIDADES;837;N
01;21/05/2010;000385;REVISION PERDIDAS DE ACEITE;932;N
01;07/05/2010;000386;FALLO A/A;50;N
01;21/05/2010;000388;PERDIDA DE ACEITE VARIAS;345;N
01;21/05/2010;000389;CAMBIO 2000 HORAS;1091;N
01;21/05/2010;000390;REVISAR MARTILLO;210;N
01;21/05/2010;000391;REPARACION BOMBA INYECTORA;408;N
01;24/05/2010;000392;REVISION A/A;342;N
01;24/05/2010;000393;FALLO ELECTRICO (TENIA 5283 HORAS HASTA QUE SE CAMBIO MODULO);1159;N
01;24/05/2010;000394;CAMBIO 1000 HORAS;50;N
01;24/05/2010;000395;PERDIDA DE AGUA Y REVISAR TURBO;1091;N
01;25/05/2010;000396;REVISAR CALENTAMIENTO MOTOR;289;N
01;25/05/2010;000397;SUSTITUCION DE TURBO;344;N
01;24/05/2010;000398;FALLO DE ARRANQUE;1116;N
01;26/05/2010;000399;TOMAR PRESIONES Y SUSTITUIR TAPA ;989;N
01;26/05/2010;000400;SALIDERO DE ACEITE POR UN TUBO;837;N
01;26/05/2010;000401;FALLO ELECTRICO;413;N
01;26/05/2010;000402;SUSTITUCION DE INYECTOR;1198;N
01;26/05/2010;000403;COMPROBACION SENSOR TEMPERATURA ACEITE MOTOR;50;N
01;26/05/2010;000404;COMPROBACION FRENO ESTACIONAMIENTO;812;N
02;17/05/2010;000364;REPARACION EN TALLER;845;N
01;27/05/2010;000405;MONTAJE RELEX;952;N
01;27/05/2010;000406;COMPROBACION AVERIA ARRANQUE;8;N
01;27/05/2010;000407;REPARACION DE TRANSMISION;1170;N
01;27/05/2010;000408;REVISION DE VALVULA COMPENSADORAS;72;N
01;27/05/2010;000409;APRETAR EJE CENTRAL;1114;N
01;20/05/2010;000412;FALLO DE CENTRAL DE ENGRASE;50;N
01;26/05/2010;000413;FALLO ELECTRICO;345;N
01;26/05/2010;000414;FALLO ELECTRICO Y REVISAR A/A;1091;N
01;28/05/2010;000415;CAMBIO 500 HORAS;1091;N
01;28/05/2010;000416;CAMBIO 2000 HORAS;1091;N
01;28/05/2010;000417;PERDIDA ACEITE POR TURBO;1072;N
01;28/05/2010;000418;FALLO ELECTRICO;1179;N
01;28/05/2010;000420;PERDIDA AGUA MOTOR;837;N
01;28/05/2010;000421;RETARDE, REPONER NIVELES Y CORREGIR AVERIA DE AIRE;1097;N
01;28/05/2010;000422;FALLO TURBO Y RADIADOR INTERCOOLER;1091;N
01;28/05/2010;000423;PERDIDAS DE ACEITES;1097;N
01;28/05/2010;000424;CALENTEMIENTO EN MAQUINA;1097;N
01;28/05/2010;000425;FALLO CULATA;1097;N
01;28/05/2010;000426;CAMBIAR BOMBA EN CAMPAÑA OR. 342;957;N
01;28/05/2010;000427;CAMBIO 500 HORAS Y REVISION FRENO ESTACIONAMIENTO;50;N
01;31/05/2010;000428;FALLO DE FRENOS DELANTEROS;1091;N
01;31/05/2010;000429;COLOCAR ROTATIVO Y HACER NIVEL ACEITE;343;N
01;01/06/2010;000430;METE AGUA EN UN CILINDRO;1001;N
01;01/06/2010;000431;FALLO BOTELLA DE ELEVACION;343;N
01;01/06/2010;000432;SE CALIENTA EL MOTOR Y TUBO ROTO;837;N
02;28/05/2010;000425;REPARACION  EN TALLER;1097;N
01;01/06/2010;000433;PERDIDAS DE ACEITE;1091;N
01;02/06/2010;000434;FALLO A/A;1110;N
01;02/06/2010;000435;FALLO A/A;1110;N
01;02/06/2010;000436;FALLO A/A;1110;N
01;02/06/2010;000437;FALLO DE TURBO;1091;N
01;02/06/2010;000438;COLOCAR CRISTAL TRASERO Y TIRADOR VENTANA;343;N
01;03/06/2010;000439;FALLO JOYTICK DE TRANSLACION;1165;N
01;03/06/2010;000440;REVISION FALLO A/A;1091;N
01;03/06/2010;000441;REVISION FALLO A/A;1091;N
01;03/06/2010;000442;REVISION FALLO TEMPERATURA CONVERTIDOR;1091;N
01;04/06/2010;000443;REVISION PERDIDA ACEITE TRANSMISION;1165;N
01;04/06/2010;000444;REVISION DE FALLO VENTILADOR MOTOR;343;N
01;04/06/2010;000445;REVION FALLO ELECTRICO CAMBIO VELOCIDADES;837;N
01;04/06/2010;000446;RUIDO EN MOTOR ;1091;N
02;04/06/2010;000446;REPARACION EN TALLER FUERA DEL PRESUPUESTO 03S006-00028;1091;N
01;04/06/2010;000447;SUSTITUCION DE INYECTORES;1072;N
01;07/06/2010;000448;MONTAJE CAMARAS DE SEGURIDAD (MATERIAL DE HOLCIM);345;N
01;07/06/2010;000449;MONTAJE CAMARAS DE SEGUIRDAD (MATERIAL DE HOLCIM);345;N
01;07/05/2010;000450;REPARACION DE ESCAPE Y FRENO DE MANO;50;N
01;07/06/2010;000451;PERDIDA DE AGUA POR RADIADOR;1091;N
01;07/06/2010;000452;MAQUINA ECHA HUMO NEGRO;1001;N
01;07/06/2010;000453;MONTAJE DE MOTOR HIDRAULICO;968;N
01;08/06/2010;000454;CAMBIO DE 2000 HORAS Y REVISION DE A/A;343;N
01;07/06/2010;000455;REVISION DE MARTILLO;210;N
01;08/06/2010;000456;REVISION DE BOMBA AGUA;50;N
01;07/06/2010;000457;REVISION FRENO MANO;50;N
01;08/06/2010;000458;REPARACION BOMBA FRENO;4;N
01;08/06/2010;000459;CAMBIAR DISCOS DE FRENOS SEGUN PRESUPUESTO 11/000090;932;N
01;08/06/2010;000460;COLOCACION DE CALANDRA TRAS., TAPA Y FAROS (PRESUPUESTO SOLO MATERIAL 11/000089);932;N
01;08/06/2010;000461;REPARACION DE PERDIDA ACEITE HIDRAULICO;1091;N
01;08/06/2010;000462;REPARACION EN GARANTIA;1091;N
01;11/05/2010;000463;REVISION SENSOR RETARDE;1167;N
02;18/05/2010;000362;REPARACION EN TALLER;999;N
01;09/06/2010;000464;SUSTITUCION DE MOTOR DE ARRANQUE;931;N
01;09/06/2010;000465;FALLO DE MODULO;1001;N
01;10/06/2010;000466;CAMBIO 250 HORAS;297;N
01;10/06/2010;000467;REPARACION LATIGUILLO PALA VOLTEO;29;N
01;10/06/2010;000468;REPARAR PEDAL DE FRENOS;837;N
01;10/06/2010;000469;SUSTITUCION BOMBA DE AGUA;1131;N
02;08/06/2010;000456;REPARACION EN TALLER;50;N
02;09/06/2010;000465;REPARACION EN TALLER;1001;N
01;07/06/2010;000470;REPARACION DE MOTOR EN TALLER (SEGUN PRESUPUESTO 11/000082);1091;N
01;07/06/2010;000471;COLOCACION DE MOTOR EN MAQUINA;1091;N
02;08/06/2010;000462;MONTAJE DE RADIADOR;1091;N
02;07/06/2010;000452;REPARACION EN TALLER;1001;N
01;11/06/2010;000472;FALLO RUEDA IZQUIERDA (SEGUN PRESUPUESTO 11/000110);402;N
01;11/06/2010;000473;CILINDRO PIERDE ACEITE;987;N
01;11/06/2010;000474;FALLOS DE FRENOS ;837;N
01;14/06/2010;000475;DESMONTAR MOTOR PARA REPARAR EN TALLER Y MONTAJE;50;N
01;14/06/2010;000476;CAMBIO 250 HORAS, LIMPIEZA MAQUINA COMPLETA Y FILTROS;50;N
01;14/06/2010;000477;REPARACION DE TRANSMISION;344;N
02;01/06/2010;000432;REPARACION EN TALLER;837;N
01;28/05/2010;000478;COMPROBAR INSTALACION ELECTRICA DE JOYSTICK;1165;N
01;04/03/2010;000479;REPARCION DE EMBRAGUE FUERA DEL PRESUPUESTO;344;N
02;02/06/2010;000435;REPARACION EN TALLER;1110;N
02;02/06/2010;000436;REPARACION EN TALLER;1110;N
01;14/06/2010;000480;REPARACION DE CONVERTIDOR EN TALLER;1072;N
01;16/06/2010;000481;REVISION FALLO VOLTEO PALA;1001;N
01;16/06/2010;000482;CAMBIO 250 HORAS;50;N
01;16/06/2010;000483;FALLO BOMBA INYECTORA;1097;N
02;28/05/2010;000417;REPARACION EN TALLER (SEGUN PRESUPUESTO 11/000095);1072;N
01;17/06/2010;000484;FALLO SOPORTE ALTERNADOR ;952;N
01;04/06/2010;000485;REPARACION MOTOR SEGUN PEDIDO 03S006-00021;1091;N
01;18/06/2010;000486;REPARACION BOTELLA DE ELEVACION;278;N
01;18/06/2010;000487;FALLO VOLTEO DE PALA;1167;N
01;18/06/2010;000488;SALIDERO HIDRAULICO;837;N
01;18/06/2010;000489;CAMBIO ACEITE HIDRAULICO Y FILTRO;1239;N
01;18/06/2010;000490;REVISION DE BULON EMPALME CADENA;837;N
01;21/06/2010;000491;CAMBIO DE 250 HORAS;343;N
01;21/06/2010;000493;REVISION FALLO BASCULA;1131;N
01;21/06/2010;000494;REVISION FALLO AIRE ACONDICIONADO;1091;N
01;21/06/2010;000495;REVISION FALLO AIRE ACONDICIONADO;1091;N
01;21/06/2010;000496;CAMBIO DE 1000 HORAS;1091;N
01;21/06/2010;000497;REPARAR INSTALACION ELECTRICA ;1165;N
01;21/06/2010;000498;CAMBIO DE 500 HORAS;345;N
01;21/06/2010;000499;REVISION DE AIRE ACONDICIONADO Y CAMBIO 250 HORAS;343;N
01;21/06/2010;000500;CAMBIO 2000 HORAS Y REVISION DE LUCES;343;N
02;17/03/2010;000174;REPARACION EN TALLER;1166;N
02;14/06/2010;000475;REPARACION MOTOR EN TALLER;50;N
02;14/06/2010;000477;REVISION ENFRIADOR Y FRENOS;344;N
01;23/06/2010;000501;FALLO MOTOR DE GIRO;1091;N
01;24/06/2010;000502;PERDIDA DE AIRE;837;N
01;24/06/2010;000503;CAMBIO DE 1000 HORAS;1091;N
01;24/06/2010;000504;FALLO HIDRAULICO;1201;N
01;24/06/2010;000505;FALLO A/A;1091;N
01;25/06/2010;000506;CAMBIO 1000 HORAS M PLUS;5;N
01;25/06/2010;000507;DESPLAZAMIOENTO CAMBIO 1000 HORAS M PLUS;1143;N
01;23/06/2010;000508;FALLO CODIGOS Y VOLTEO;50;N
02;23/06/2010;000501;REPARACION EN TALLER;1091;N
01;28/06/2010;000509;FALLO DE Tº MOTOR;1167;N
02;24/06/2010;000502;REPARACION EN TALLER;837;N
01;28/06/2010;000510;REVISION DE BALANCINES VALVULAS;846;N
01;25/06/2010;000511;REVISAR RADIADOR POR SUCIEDAD MANDAR A LIMPIAR;1091;N
01;28/06/2010;000512;LIMPIEZA DE CIRCUITO GASOIL;1091;N
01;28/06/2010;000513;COMPROBACION DE SOLENOIDE;1091;N
01;28/06/2010;000514;CAMBIO 250 HORAS;343;N
01;28/06/2010;000516;CAMBIO 250 HORAS;932;N
01;28/06/2010;000517;CAMBIO 250 HORAS;932;N
01;28/06/2010;000518;CAMBIAR BOTELLA ELEVACION VOLQUETE;1097;N
01;28/06/2010;000519;CRISTAL PUERTA IZQ. FALLA;1091;N
01;28/06/2010;000521;FALLO A/A;846;N
01;29/06/2010;000522;CAMBIO 500 HORAS;343;N
01;29/06/2010;000524;RUIDO EN GRUPO TRASERO, REPARAR TRANSMISION;1091;N
01;29/06/2010;000525;FALLO ELECTRICO ;1202;N
01;30/06/2010;000526;FALLO DE TRANSMISION;343;N
01;30/06/2010;000527;FALLO ELECTRICO Y PERDIDA DE ACEITE;1091;N
01;30/06/2010;000528;FALLO AMORTIGUADOR TRASERO DERECHO;1091;N
01;30/06/2010;000529;FALLO DE CALENTAMIENTO MOTOR;1091;N
01;30/06/2010;000530;CAMBIO DE 2000 HORAS;50;N
01;30/06/2010;000531;FALLO ARRANQUE;1091;N
01;01/07/2010;000532;QUITACIMBRE ROTO;837;N
01;29/06/2010;000533;FALLO ACUMULADOR;1167;N
02;29/06/2010;000533;REPARACION EN TALLER;1167;N
01;01/07/2010;000534;REVISION DE RADIADOR POR CALENTAMIENTO;1091;N
01;02/07/2010;000535;FALLO EN AIRE ACONDICIONADO;837;N
01;02/07/2010;000536;FALLO A/A;837;N
01;02/07/2010;000537;FALLO BOMBA DE DIRECCION;402;N
01;02/07/2010;000539;CAMBIO DE 500 HORAS;50;N
01;02/07/2010;000540;REPARACION CILINDRO DIRECCION;345;N
01;02/07/2010;000541;FALLO ELECTRICO;253;N
01;02/07/2010;000542;REPARACION DE MONITOR EN TALLER;253;N
01;05/07/2010;000543;REPARACION MOTOR POR ROTURA DE CIGUEÑAL;1097;N
01;06/07/2010;000544;CAMBIO 250 HORAS;343;N
01;06/07/2010;000545;CAMBIO 1000 H., REVISION A/A, PRESION DIRECCION, CUENTAREVOLUCIONES Y PERDIDA ACEITE;343;N
01;06/07/2010;000546;REVISION A/A;343;N
01;06/07/2010;000547;PERDIDA REFRIGERANTE POR RADIADOR;343;N
01;06/07/2010;000548;CAMBIO 250 HORAS Y REVISION FALLO HIDRAULICO PALA;345;N
01;06/07/2010;000549;CAMBIO 4000 HORAS MPLUS;5;N
01;06/07/2010;000550;DESPLAZAMIENTO A OCC. DE ARIDOS PARA CAMBIO 4000 H. MPLUS Nº PEDIDO VP70620;1131;N
01;06/07/2010;000551;REPARAR MOTOR EN TALLER SEGUN PRESUPUESTO 11/000136;837;N
01;06/07/2010;000552;FALLO DE Tº MOTOR;1097;N
01;06/07/2010;000553;PERDIDA DE REFRIGERANTE;1091;N
01;07/07/2010;000554;FALLO A/A Y REVISAR FRENOS;932;N
01;07/07/2010;000555;REPARACION DE CATALIZADOR, BOMBA DOSIFICACION DE UREA (DEFECTUOSA) Y REVISION CABLEADO;48;N
01;06/07/2010;000556;FALLO MOTOR ;1206;N
01;08/07/2010;000557;CORREGIR PERDIDA DE ACEITE DE LA BOMBA HIDRAULICA;1097;N
01;07/07/2010;000558;FALLO ALTERNADOR;1091;N
01;07/07/2010;000559;MONTAJE DE LATIGUILLO;1091;N
01;07/07/2010;000560;FALLO A/A;1091;N
01;07/07/2010;000561;FALLO A/A;1091;N
01;07/07/2010;000562;FALLO A/A;1091;N
01;08/07/2010;000563;FALLO A/A;344;N
01;08/07/2010;000564;FALLO A/A;344;N
01;08/07/2010;000565;PERDIDA DE ACEITE POR RETEN Y CRUCETA ROTA;918;N
01;08/07/2010;000566;FALLO AVISADOR ACUSTICO FRENO MANO ASIENTO;345;N
01;09/07/2010;000567;REVISION SISTEMA ELECTRONICO;1091;N
01;12/07/2010;000568;FALLO DE ARRANQUE;952;N
01;09/07/2010;000569;CAMBIO DE FILTROS Y ACEITES DE SU PROPIEDAD;1091;N
01;12/07/2010;000570;CAMBIO DE 250 HORAS;343;N
01;12/07/2010;000571;REPARACION POLEAS MOTOR;837;N
02;12/07/2010;000571;REPARACION EN TALLER;837;N
01;12/07/2010;000572;FALLO A/A;1165;N
01;12/07/2010;000573;FALLO VELOCIDADES Y PERDIDAS ACEITES;343;N
01;12/07/2010;000574;CAMBIO DE 500 HORAS;1091;N
01;12/07/2010;000575;CAMBIO DE 500 HORAS;1091;N
01;13/07/2010;000576;CAMBIO 250 HORAS;9;N
01;12/07/2010;000577;FALLO ELECTRICO;1208;N
01;13/07/2010;000578;FALLO A/A;1091;N
01;13/07/2010;000579;FALLO A/A;1091;N
01;13/07/2010;000580;FALLO DE ARRANQUE;1179;N
01;12/07/2010;000581;REVISION DE MAQUINA , PERDIDA ACEITE POR RUEDA, SE CALINTA, CORREAS MOTOR , TENSOR CORREA;345;N
01;13/07/2010;000582;FALLO MOTOR;1198;N
01;13/07/2010;000583;FALLO EN AIRE ACONDICIONADO;1091;N
01;13/07/2010;000584;PERDIDA REFRIGERANTE;1091;N
01;13/07/2010;000585;CAMPAÑA FC18002 SERVICE NEWS AK09012;5;N
01;13/07/2010;000586;CAMPAÑA FC18002 SERVICE NEWS AK09012;5;N
01;13/07/2010;000587;CAMPAÑA FC18003 SERVICE NEWS AK09006;5;N
01;14/07/2010;000588;REPARACION TUBO HIDRAULICO DIRECCION;33;N
01;14/07/2010;000589;REVISION DE LUCES;1091;N
01;14/07/2010;000590;MATERIAL SEGUN PEDIDO 03S006-00035;1091;N
01;15/07/2010;000591;REPARACION BOTELLA ELEVACION IZQUIERDA;1167;N
01;13/07/2010;000593;FALLO INYECTOR;1072;N
01;15/07/2010;000594;CAMBIO 500 HORAS;343;N
