DOCFEC;DOCSER;DOCNUM;CODTER;DTOCAB;FORPAG;BASEBAS;IMPTBAS;RECBAS;FECORD;NUMORD;CODMAQ;FECENT;OBSERV;MARCAD;PORTES;PORFIN;RFDPP;ALBSER;ALBNUM;DESHOR;PREHOR;NUMKM;PREKM;DIETENT
22/06/2012;31;000196;1227;0;13;1538,07;276,85;0;;;L110F   RODA ANDALUC;;ESTE PRESUPUESTO ES APROXIMADO. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;3;90;0;0;0
25/06/2012;34;000129;1388;0;31;10126,4;1822,75;0;;;;;EC290BLC (11912)
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 15/20 DIAS
PRECIOS VALIDOS PARA PEDIDO COMPLETO
MATERIAL PUESTO EN NUESTRAS INSTALACIONES DE ALCALA DE GUADAIRA;;0;0;0;;;0;0;0;0;0
22/06/2012;31;000197;1224;0;30;3540,71;637,33;0;25/07/2012;000544;WA380-5;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA DEL MATERIAL 3 DIAS ESTA EN BRUCELAS;;0;0;0;30;000514;0;0;2;264;0
25/06/2012;34;000130;1352;0;45;3430,75;617,54;0;;;;;CUMMINS 45792622
VALIDEZ PRESP.15 DIAS 
PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
22/06/2012;31;000198;345;0;45;5307,78;955,4;0;;;928 G;;;;0;0;0;;;0;0;0;0;0
25/06/2012;31;000199;1409;0;49;4029,86;725,37;0;;;MANTSINEN;;S NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA DEL MATERIAL 5 DIAS ESTA EN BRUCELAS;;0;0;0;;;0;0;0;0;0
25/06/2012;34;000131;1091;0;50;6372,28;1147,01;0;;;PC 1100 Nº 0207;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
25/06/2012;34;000132;0;0;400;2670;480,6;0;;;;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 7/8 DIAS
MATERIAL PUESTO EN NUESTRAS INSTALACIONES DE ALCALA DE GUADAIRA
PK100;;0;0;0;;;0;0;0;0;0
25/06/2012;34;000133;0;0;400;1062;191,16;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 7/8 DIAS 
MATERIAL PUESTO EN NUESTRAS INSTALACIONES DE ALCALA DE GUADAIRA
FIAT605;;0;0;0;;;0;0;0;0;0
26/06/2012;34;000134;1388;0;31;5063,2;911,38;0;;;EC290BLC;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 15/20 DIAS
MATERIAL PUESTO EN NUESTRAS INSTALACIONES DE ALCALA DE GUADAIRA;;0;0;0;;;0;0;0;0;0
26/06/2012;34;000135;0;0;400;419,51;75,51;0;;;;;;;15;0;0;;;0;0;0;0;0
05/06/2012;31;000200;4;0;13;2109,49;379,71;0;;;950 E;;ESTE PRESUPUESTO ANULA LOS PRESUPUESTO Nº 31/000103 Y 31/000158 ESTA TODO LA REPARACION INCLUIDA, BOTELLA DIRECCION Y COGIDA DE PALA. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y ALA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
27/06/2012;34;000136;18;0;11;5691,84;1024,53;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 20 JULIO, SI SE CONFIRMA PEDIDO 25/26 JUNIO.
MATERIAL PUESTO EN NUESTRAS INSTALACIONES DE ALCALA DE GUADAIRA.
PRESUPUESTO SEGUN MEDIDAS DEL PLANO CONFIRMADAS POR DAVID CUEVAS;;0;0;0;;;0;0;0;0;0
28/06/2012;31;000201;1119;0;41;1652,36;297,42;0;;;PC 350-8;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
02/07/2012;33;000003;1388;0;31;3086,3;555,53;0;;;EC290BLC;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 15/20 DIAS
MATERIAL PUESTO EN NUESTRAS INSTALACIONES DE ALCALA DE GUADAIRA;;0;0;0;;;0;0;0;0;0
03/07/2012;31;000202;1335;0;491;2829,11;509,24;0;;;L 90F (25564);;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA DEL MATERIAL 7 A 8  DIAS LABORABLES AL ESTAR EN FABRICA;;0;0;0;;;0;0;0;0;0
04/07/2012;34;000137;1099;0;52;1022,4;184,03;0;;;QSM11 Nº 35160736;;PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
04/07/2012;34;000138;57;0;0;6729,13;1211,24;0;;;;;CUMMINS 26800591
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 7/10 DIAS 
FORMA DE PAGO TRANSFERENCIA BANCARIA
PRECIOS VALIDO PARA PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
05/07/2012;31;000203;1114;0;48;405,1;72,92;0;;;D 65;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
06/07/2012;34;000139;825;0;53;984,46;177,2;0;;;L180E;;PLAZO ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
09/07/2012;34;000140;1224;0;30;1122;201,96;0;;;WA380-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2 DIAS
ALTERNADOR INTERCAMBIO;;0;0;0;;;0;0;0;0;0
09/07/2012;31;000204;50;0;45;2413,68;434,46;0;;;980 G Nº2;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
10/07/2012;34;000141;1091;0;50;102,2;18,4;0;;;HD 465-7 Nº 0439;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
10/07/2012;34;000142;1091;0;50;102,2;18,4;0;;;PC 1250-SP8;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
10/07/2012;31;000205;1423;0;3;186;33,48;0;12/07/2012;000515;H 290 NLC-7;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO (taller@talleresdafer.com) O POR FAX (954852741) ;;0;0;0;30;000458;1;90;0;0;0
10/07/2012;31;000206;00;0;3;568;102,24;0;;;;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO (taller@talleresdafer.com) O POR FAX (954852741) ;;0;0;0;;;1;472;0;0;0
10/07/2012;31;000207;1115;0;48;3000;540;0;10/07/2012;000543;VOLVO A25 (1);;MATERIAL USADO NO TIENE GARANTIA. PLAZO DE ENTREGA 2 O 3 DIAS, SEGUN HORA DE PEDIDO. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000471;0;0;0;0;0
11/07/2012;31;000208;1114;0;48;1495,75;269,24;0;;;CAT TH360B;;PLAZO DE ENTREGA MATERIAL 4 O 5 DIAS, SEGUN HORA DE PEDIDO. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
12/07/2012;31;000209;1114;0;48;613,25;110,39;0;12/07/2012;000542;CAT TH360B;;PLAZO DE ENTREGA MATERIAL 3 O 4 DIAS, SEGUN HORA DE PEDIDO. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000469;0;0;0;0;0
12/07/2012;31;000210;253;0;3;1550;279;0;;;Nº2 980 G;;PLAZO DE ENTREGA 10 DIAS LABORABLES;;0;0;0;;;0;0;0;0;0
12/07/2012;31;000211;253;0;3;1115;200,7;0;;;;;PLAZO DE ENTREGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
12/07/2012;31;000212;253;0;3;1629,5;293,31;0;;;;;PLAZO DE ENTREGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
12/07/2012;34;000143;1347;0;0;1566,5;281,97;0;;;;;SE170W-3 (S/N EJY0191)
VALIDEZ PRESUP. 15 DIAS 
PLAZO ENTREGA 7/10 DIAS;;0;0;0;;;0;0;0;0;0
12/07/2012;31;000213;1072;0;49;861,32;155,04;0;12/07/2012;000513;CAT 972 G;;;;0;0;0;30;000476;0;0;0;0;0
16/07/2012;31;000214;402;0;45;1403,43;252,62;0;19/07/2012;000529;CAT963C LOS BARRIOS;;PLAZO DE ENTREGA MATERIAL 4 O 5 DIAS, SEGUN HORA DE PEDIDO. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000495;1;202;0;0;15
16/07/2012;31;000215;1225;0;3;119,4;21,49;0;;;;;PRESUPUESTO PARA 3 MANGUERAS DE COMBUSTIBLE DE 1";;0;0;0;;;0;0;0;0;0
16/07/2012;31;000216;39;0;1;500,2;90,04;0;;;;;PRESUPUESTO UREA;;0;0;0;;;0;0;0;0;0
16/07/2012;31;000217;253;0;3;1084,4;195,19;0;;;;;PRESUPUESTO MAERIAL ORIGINAL CATERPILLAR, S. REF. 51037 SSG - PLAZO DE ENTREGA 10 DÍAS;;0;0;0;;;0;0;0;0;0
16/07/2012;31;000218;253;0;3;247,96;44,63;0;;;;;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR - S. REF.: 51105 SSG;;0;0;0;;;0;0;0;0;0
17/07/2012;31;000219;126;0;11;700;126;0;;;;;PRESUPUESTO CRISTAL FRONTAL FIAT HITACHI;;0;0;0;;;0;0;0;0;0
18/07/2012;31;000220;345;0;45;3600;648;0;;;A25 IGUALEJA;;LA REPARACION SE REALIZARA EN NUESTRA INSTALACIONESES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
19/07/2012;31;000221;825;0;53;699,5;125,91;0;;;PC350NLC-8;;LA ATALAYA.;;0;0;0;;;0;0;0;0;0
20/07/2012;31;000222;1347;0;0;245,66;44,22;0;;;;;;;0;0;0;;;0;0;0;0;0
20/07/2012;34;000144;1091;0;50;212,99;38,34;0;;;HD 465-7 Nº 0439;;DISPONIBLE 1 EN BRUSELAS SALVO VENTA. VALIDEZ OFERTA 15 DIAS. REENVIAR FIRMADO Y SELLADO.;;0;0;0;;;0;0;0;0;0
23/07/2012;31;000223;1072;0;49;535,73;96,43;0;23/07/2012;000549;CAT 972 G;;PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;30;000535;1;80;0;0;0
23/07/2012;34;000145;1394;0;3;19343,67;3481,86;0;;;;;EQUIPOS DE MOTOR Y CASQUILLERIA MARCA IPD. (3/4 DIAS)
BOMBAS CONV. (15/20 DIAS) Y DE ACEITE (6/7 DIAS) ORIGINALES.
VALIDEZ OFERTA 15 DIAS. 
ESTE MATERIAL NO TIENE DEVOLUCION.;;0;0;0;;;0;0;0;0;0
23/07/2012;31;000224;253;0;3;342,24;61,6;0;;;;;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR - S. REF.: 50599 SSG - PLAZO 5 DIAS;;0;0;0;;;0;0;0;0;0
23/07/2012;31;000225;1072;0;49;562,46;101,24;0;;;CAT D6R 1;;PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;;;1;80;0;0;0
24/07/2012;31;000226;1224;0;30;4063,88;731,5;0;;;D155AX-6;;;;0;0;0;;;0;0;0;0;0
25/07/2012;31;000227;1408;0;33;1012,84;182,31;0;;;PC 340NLC-7K;;ESTE PRESUPUESTO ES SOLO MATERIAL, LA MANO DE OBRA NO ESTA INCLUIDA NI DESPLAZAMIENTO.  PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;;;0;0;0;0;0
25/07/2012;34;000146;1347;0;0;642,77;115,7;0;;;;;;;0;0;0;;;1;141;0;0;15
26/07/2012;31;000228;1075;0;32;5532,13;995,78;0;;;;;;;0;0;0;;;1;159;0;0;16
27/07/2012;31;000229;1382;0;430;258,28;46,49;0;;;HYUDAI R 360LC-7A;;PRESUPUESTO SOLO DE MATERIAL, NO INCLUIDOS NI DESPLAZAMIENTO NI MANO DE OBRA.;;0;0;0;;;0;0;0;0;0
27/07/2012;31;000230;1382;0;430;1039,69;187,14;0;;;HYUNDAI R 360LC-7;;PRESUPUESTO SOLO DE MATERIAL. NI INCLUIDOS NI DESPLAZAMIENTO NI MANO DE OBRA.;;0;0;0;;;0;0;0;0;0
31/07/2012;31;000231;408;0;11;495,9;89,26;0;;;;;PRESUPUESTO 3 BATERIAS;;0;0;0;;;0;0;0;0;0
01/08/2012;31;000232;1072;0;49;1151,2;207,22;0;;;;;Este presupuesto es con la maquina en nuestras instalaciones.
A la aceptacion del mismo, por favor reenvien firmado y sellado;;0;0;0;;;0;0;0;0;0
01/08/2012;31;000233;1072;0;49;7161,91;1289,14;0;;;CAT 972 G;;ESTE PRESUPUESTO ES CON LA MAQUINA EN NUESTRAS INSTALACIONES. RENVIEN FIRMADO Y SELLADO A LA ACEPTACION DEL MISMO.;;0;0;0;;;0;0;0;0;0
02/08/2012;31;000234;1341;0;41;12153,05;2187,55;0;;;WA 480-5;;;;0;0;0;;;0;0;0;0;0
03/08/2012;31;000235;1072;0;49;1350;243;0;;;CAT 972 G;;CUANDO SE DESMONTE LA TRANSMISION Y EL CONVERTIDOR SE REALIZARA PRESUPUESTO SEGUN DAÑOS.;;0;0;0;;;0;0;0;0;0
26/07/2012;31;000236;344;0;45;1266,79;228,02;0;;;L 220 E;;PRESUPUESTO CAMBIO DE 2000 HORAS - INCLUYE SOLAMENTE DESPLAZAMIENTO,  MANO DE OBRA, TODOS LOS FILTROS Y ACEITE FRENOS Y  REDUCTORES HUMEDOS.  NO INCLUYE ACEITE MOTOR, TRANSMISION, HIDRÁULICO Y REFRIGERANTE.;;0;0;0;;;0;0;0;0;0
27/07/2012;31;000237;344;0;45;916,72;165,01;0;;;L 220 E;;PRESUPUESTO CAMBIO DE 2000 HORAS - INCLUYE SOLAMENTE   FILTROS Y ACEITE FRENOS Y  REDUCTORES HUMEDOS.  NO INCLUYE ACEITE MOTOR, TRANSMISION, HIDRÁULICO Y REFRIGERANTE.;;0;0;0;;;0;0;0;0;0
27/07/2012;31;000238;344;0;45;597,22;107,5;0;;;L 220 E;;PRESUPUESTO CAMBIO DE 2000 HORAS - INCLUYE SOLAMENTE  TODOS LOS FILTROS. NI ACEITES NI REFRIGERANTE;;0;0;0;;;0;0;0;0;0
27/07/2012;31;000239;344;0;45;442;79,56;0;;;EC460B;;PRESUPUESTO DE FILTROS CORRESPONDIENTE A CAMBIO DE 1000 HORAS - INCLUYE SOLAMENTE  TODOS LOS FILTROS. NI ACEITES NI REFRIGERANTE. NO INCLUYE MANO DE OBRA NI DESPLAZAMIENTO;;0;0;0;;;0;0;0;0;0
06/08/2012;34;000147;50;0;45;765,88;137,86;0;;;966;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
07/08/2012;34;000148;1405;0;400;1251,2;225,22;0;;;;;CUMMINS 46932552
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA PISTONES 7/10 DIAS RESTO 2 DIAS
DEVOLVER FIRMADO O SELLADO A LA ACEPTACION DEL MISMO.
ESTE MOTOR NO LLEVA CAMISAS
PRECIOS VALIDOS PARA PEDIDO COMPLETO
;;0;0;0;;;0;0;0;0;0
08/08/2012;34;000149;1007;0;13;627,71;112,99;0;;;WA 480-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1 DIA
DEVOLVER FIRMADO O SELLADO A LA ACEPTACION DEL MISMO;;0;0;0;;;0;0;0;0;0
08/08/2012;31;000240;1278;0;32;6992,52;1258,65;0;;;966H;;A LA ACEPTACION DEL MISMO, POR FAVOR REENVIEN FIRMADO Y SELLADO. HABRIA QUE COMPROBAR EL ENFRIADOR;;500;0;0;;;0;0;0;0;0
08/08/2012;34;000150;1091;0;50;161,93;29,15;0;;;PC 1250-SP8;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID, ULTIMA REF. BRUSELAS;;0;0;0;;;0;0;0;0;0
09/08/2012;34;000151;402;0;45;1710,3;307,85;0;;;CAT IT28G;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 8/9 DIS 
MATERIAL ORIGINAL;;0;0;0;;;0;0;0;0;0
09/08/2012;31;000241;1408;0;33;7302,54;1314,46;0;;;PC 340NLC-7K;;A LA ACEPTACION DEL MISMO, REENVIENLO FIRMADO Y SELLADO.;;0;0;0;;;0;0;0;0;0
09/08/2012;34;000152;1114;0;48;516,64;93;0;;;PC340NLC-7KEO;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
09/08/2012;34;000153;0;0;0;418,41;75,31;0;;;;;WB97R-2
TRANSFERENCIA BANCARIA;;0;0;0;;;0;0;0;0;0
10/08/2012;31;000242;253;0;3;382;68,76;0;;;;;Presupuesto s. Refer. 51439 JAN - MATERIAL ORIGINAL CATERPILLAR - PLAZO 5 DIAS;;0;0;0;;;0;0;0;0;0
10/08/2012;31;000243;33;0;45;427,97;77,03;0;;;966 G;;PENDIENTE CONFIRMAR PLAZO DE ENTREGA;;0;0;0;;;0;0;0;0;0
10/08/2012;31;000244;402;0;45;517;93,06;0;29/08/2012;000628;CAT IT28G;;;;0;0;0;30;000573;1;202;0;0;15
13/08/2012;31;000245;1408;0;33;4482,46;806,84;0;;;PC 340NLC-7K;;PLAZO DE ENTREGA 2 SEMANAS;;0;0;0;;;0;0;0;0;0
13/08/2012;31;000246;1341;0;41;15340,45;2761,28;0;;;WA 480-5;;MATERIAL ORIGINAL LA MANO DE OBRA NO ESTA INCLUIDA EN ESTE PRESUPUESTO, PLAZO DE ENTREGA 2 A 3 DIAS LABORABLES, ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
14/08/2012;34;000154;1269;0;34;6078,94;1094,21;0;;;L120E PUERTO;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 7/10 DIAS
DELEGACION SEVILLA;;0;0;0;;;0;0;0;0;0
14/08/2012;31;000247;402;0;45;1350;243;0;;;CAT963C BARRIOS;;ESTE PRESUPUESTO ES CON LA MAQUINA EN NUESTRAS INSTALACIONES. UNA VEZ DESMONTADO SE REALIZARA NUEVO PRESUPUESTO SEGUN DIAGNOSIS.;;0;0;0;;;0;0;0;0;0
14/08/2012;31;000248;1114;0;48;1218;219,24;0;;;WA380-3H;;PRESUPUESTO MOTOR DE ARRANQUE - RECONSTRUIDO - PLAZO 3 DIAS;;0;0;0;;;0;0;0;0;0
14/08/2012;34;000155;0;0;0;2482,13;446,78;0;;;;;CUMMINS 46902914
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 3/4 DIAS 
TRANSFERENCIA BANCARIA;;0;0;0;;;0;0;0;0;0
14/08/2012;31;000249;253;0;3;67,15;12,09;0;;;;;PRESUPUESTO SOLICITADO TELEFONICAMENTE - MATERIAL ORIGINAL CATERPILLAR;;0;0;0;;;0;0;0;0;0
16/08/2012;34;000156;1393;0;40;938,39;168,91;0;;;;;WA480-5 (H50157)
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 24 HORAS;;0;0;0;;;0;0;0;0;0
21/08/2012;34;000157;0;0;0;1126,2;202,72;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 4/5 DIAS 
PRECIOS VALIDOS PARA PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
21/08/2012;34;000158;0;0;0;295,2;53,14;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1/2 DIAS ;;0;0;0;;;0;0;0;0;0
21/08/2012;34;000159;1394;0;31;2759,3;496,67;0;;;;;VALIDEZ PRESP.15 DIAS 
PLAZO ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
22/08/2012;31;000250;1224;0;30;4989,35;898,08;0;;;WA380-5H;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA DEL MATERIAL 3 DIAS ESTA EN BRUCELAS;;0;0;0;;;0;0;3;264;90
23/08/2012;34;000160;0;0;0;1382,96;248,93;0;;;;;CAT D6C (10K00347)
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA  9/10 DIAS
PRECIO PARA PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
23/08/2012;31;000251;288;0;52;312,34;56,22;0;;;950 B HRP;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
23/08/2012;31;000252;4;0;13;150;27;0;;;;;;;0;0;0;;;0;0;0;0;0
23/08/2012;31;000253;1224;0;30;847,03;152,47;0;23/08/2012;000615;D155AX-6;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000574;2;169;0;0;15
28/08/2012;34;000161;1415;0;49;255,2;45,94;0;;;;;CAT 428D;;0;0;0;;;0;0;0;0;0
27/08/2012;31;000254;50;0;45;1610,88;289,96;0;17/08/2012;000643;980 G Nº3;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000626;0;0;0;0;0
29/08/2012;34;000162;1007;0;13;1896,66;341,4;0;;;WA500-3D;;WA500-3 (50510)
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2 DIAS;;0;0;0;;;0;0;0;0;0
29/08/2012;34;000163;343;0;45;130,17;23,43;0;;;WA 270;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
29/08/2012;31;000255;50;0;45;1986,56;357,58;0;17/08/2012;000644;980 G Nº3;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000627;0;0;0;0;0
29/08/2012;34;000164;0;0;0;322,81;58,11;0;;;;;VALIDEZ  PRESP. 15 DIAS 
PLAZO ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
30/08/2012;31;000256;1115;0;48;1183;212,94;0;30/08/2012;000657;PC340NLC-6K;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000599;0;0;0;0;0
21/08/2012;31;000257;1110;0;45;5983,53;1077,04;0;;;WA 500-3H;;PLAZO DE ENTREGA DEL MATERIAL3 DIAS MATERIAL EN BRUCELAS. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL ;;0;0;0;;;0;0;0;0;0
21/08/2012;31;000258;1110;0;45;3898;701,64;0;;;WA 500-3H;;PLAZO DE ENTREGA DEL MATERIAL 7 DIAS MATERIAL EN EUROPA. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL ;;0;0;0;;;0;0;0;0;0
30/08/2012;34;000165;1269;0;34;598,6;107,75;0;;;L120E PUERTO;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 4/5 DIAS ;;0;0;0;;;0;0;0;0;0
31/08/2012;31;000259;33;0;45;388;69,84;0;;;;;PRESUPUESTO TUBERIA DE COBRE;;0;0;0;;;0;0;0;0;0
03/09/2012;31;000260;253;0;3;551,5;115,82;0;;;;;PRESUPUESTO s. Refer. 51533 SSG - plazo 4/5 dias - MATERIAL ORIGINAL CATERPILLAR;;0;0;0;;;0;0;0;0;0
03/09/2012;31;000261;253;0;3;269,8;56,66;0;;;;;PRESUPUESTO s. Refer. 51563 SSG - MATERIAL ORIGINAL CATERPILLAR;;0;0;0;;;0;0;0;0;0
03/09/2012;31;000262;253;0;3;476,49;100,06;0;;;;;PRESUPUESTO S. Refer. 51590 SSG - MATERIAL ORIGINAL CATERPILLAR - PLAZO 5 - 10 DIAS;;0;0;0;;;0;0;0;0;0
03/09/2012;31;000263;1335;0;491;550;115,5;0;;;L 90E (22871);;PRESUPUESTO REPARACION DE RADIADOR - LIMPIEZA, BAQUETEADO, SOLDADURA DE LAS CABEZAS Y LAS TAPAS DEL MISMO. PLAZO 3 DIAS. POR FAVOR PARA SU ACEPTACIÓN DEVOLVER FIRMADO Y SELLADO.;;0;0;0;;;0;0;0;0;0
03/09/2012;31;000264;1224;0;30;1272,03;267,13;0;;;WA380-5;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;3;169;0;0;15
